"ParkName","CalYr","PeriodDescriptor","DataReleaseID","Reading_No","PAR_CanopyInMicroMolePerMeterSquaredPerSecond","PAR_FullSunInMicroMolePerMeterSquaredPerSecond","type","basisOfRecord","ParkCode"
"Wilson's Creek National Battlefield",2015,"Spring","A_93i",1,345.1,768.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_92a",1,529.2,630.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_92b",1,142.13,613.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_92c",1,442.9,809.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_92f",1,147.74,790.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_92e",1,457.1,598.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_92d",1,582.3,654.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_92g",1,117.34,686.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_92h",1,118.27,851.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_92i",1,149.25,839,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_91a",1,95.82,548.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_91b",1,105.72,563.1,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_91c",1,114.07,578.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_91f",1,450.2,527.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_91e",1,211.2,529,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_91d",1,265.5,533.2,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_91g",1,59.85,546.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_91h",1,414.7,536.8,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_91i",1,307.5,530,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_90a",1,133.51,806.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_90b",1,194.67,789.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_90c",1,117.11,757,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_90f",1,128.47,731.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_90e",1,122.57,700.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_90d",1,72.44,683,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_90g",1,118.18,646.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_90h",1,102.24,603.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_90i",1,138.07,572.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_89a",1,499.7,961.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_89b",1,553.3,961.6,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_89c",1,139.92,857.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_89f",1,121.21,1437.5,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_89e",1,925.4,981.3,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_89d",1,789.4,967.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_89g",1,375.2,978.7,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_89h",1,666,1018.9,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_89i",1,279.4,1052.4,"Event","HumanObservation","WICR"
"Wilson's Creek National Battlefield",2015,"Spring","A_75g",1,339.7,423.3,"Event","HumanObservation","WICR"
