ParkName,ParkCode,LocationID,PeriodID,EventID,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments
Buffalo National River,BUFF,BUFFRMINVEBT03,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN04,8,3.50,48.00,0.09,
Buffalo National River,BUFF,BUFFRMINVEBT03,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN04,9,4.00,56.00,0.09,
Buffalo National River,BUFF,BUFFRMINVEBT03,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN04,10,4.50,61.00,0.11,
Buffalo National River,BUFF,BUFFRMINVEBT03,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN04,11,5.00,56.00,0.09,
Buffalo National River,BUFF,BUFFRMINVEBT03,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN04,12,5.50,52.00,0.08,
Buffalo National River,BUFF,BUFFRMINVEBT03,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN04,13,6.00,32.00,0.06,
Buffalo National River,BUFF,BUFFRMINVEBT03,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN04,14,6.50,25.00,0.02,
Buffalo National River,BUFF,BUFFRMINVEBT03,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN04,15,7.00,22.00,0.01,
Buffalo National River,BUFF,BUFFRMINVEBT03,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN04,16,7.50,21.00,0.05,
Buffalo National River,BUFF,BUFFRMINVEBT03,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN04,17,8.00,10.00,0.03,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,2,0.50,32.00,0.07,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,3,1.00,60.00,0.05,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,4,1.50,64.00,0.08,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,5,2.00,60.00,0.11,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,6,2.50,54.00,0.14,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,7,3.00,53.00,0.11,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,8,3.50,51.00,0.09,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,9,4.00,52.00,0.15,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,10,4.50,49.00,0.18,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,11,5.00,42.00,0.21,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,12,5.50,38.00,0.22,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,13,6.00,32.00,0.14,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,14,6.50,28.00,0.17,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,15,7.00,18.00,0.04,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,16,7.50,10.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT22,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,17,8.00,2.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT24,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT24,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,2,0.50,8.00,0.01,
Buffalo National River,BUFF,BUFFRMINVEBT24,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,3,1.00,16.00,0.02,
Buffalo National River,BUFF,BUFFRMINVEBT24,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,4,1.50,22.00,0.02,
Buffalo National River,BUFF,BUFFRMINVEBT24,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,5,2.00,25.00,0.10,
Buffalo National River,BUFF,BUFFRMINVEBT24,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,6,2.50,40.00,0.10,
Buffalo National River,BUFF,BUFFRMINVEBT24,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,7,3.00,40.00,0.21,
Buffalo National River,BUFF,BUFFRMINVEBT24,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,8,3.50,36.00,0.07,
Buffalo National River,BUFF,BUFFRMINVEBT24,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,9,4.00,25.00,0.07,
Buffalo National River,BUFF,BUFFRMINVEBT24,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,10,4.50,22.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT24,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN05,11,5.00,12.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,2,1.00,6.00,0.02,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,3,2.00,28.00,0.20,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,4,3.00,22.00,0.28,big boulder moved to left
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,5,4.00,26.00,0.32,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,6,5.00,48.00,0.59,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,7,6.00,40.00,0.61,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,8,7.00,50.00,0.55,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,9,8.00,46.00,0.45,big boulder moved to left
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,10,9.00,51.00,0.51,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,11,10.00,52.00,0.53,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,12,11.00,52.00,0.63,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,13,12.00,61.00,0.52,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,14,13.00,49.00,0.63,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,15,14.00,50.00,0.48,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,16,15.00,68.00,0.59,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,17,16.00,76.00,0.63,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,18,17.00,52.00,0.38,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,19,18.00,40.00,0.43,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,20,19.00,38.00,0.21,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN08,21,20.00,23.00,0.03,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,2,2.70,38.00,0.37,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,3,5.40,68.00,0.82,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,4,8.10,90.00,0.77,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,5,10.80,82.00,0.90,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,6,13.50,55.00,0.69,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,7,16.20,28.00,0.69,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,8,18.90,20.00,0.55,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,9,21.60,22.00,0.42,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,10,24.30,4.00,0.24,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,11,27.00,5.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,2,3.00,18.00,0.49,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,3,6.00,22.00,0.40,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,4,9.00,24.00,0.39,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,5,12.00,32.00,0.45,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,6,15.00,40.00,0.60,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,7,18.00,38.00,0.51,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,8,21.00,49.00,0.57,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,9,24.00,38.00,0.57,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,10,27.00,38.00,0.71,
Buffalo National River,BUFF,BUFFRMINVEBT09,BUFFRMINVE2007JAN04,BUFFRMINVE2007JAN09,11,30.00,28.00,0.42,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov26,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov26,2,0.50,4.00,-0.03,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov26,3,1.00,5.00,0.01,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov26,4,1.50,10.00,0.18,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov26,5,2.00,12.00,0.24,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov26,6,2.50,13.00,0.25,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov26,7,3.00,15.00,0.22,
Buffalo National River,BUFF,BUFFRMINVEBT07,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov26,8,3.50,2.00,-0.01,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,2,0.50,3.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,3,1.00,5.00,0.28,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,4,1.50,10.00,0.35,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,5,2.00,13.00,0.62,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,6,2.50,18.00,0.50,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,7,3.00,20.00,0.85,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,8,3.50,18.00,0.67,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,9,4.00,16.00,0.44,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,10,4.50,9.00,0.22,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,11,5.00,8.00,0.11,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,12,5.50,3.00,0.03,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,13,6.00,6.00,0.14,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,14,6.50,8.00,0.16,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,15,7.00,7.00,0.22,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,16,7.50,8.00,0.19,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,17,8.00,8.00,0.09,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,18,8.50,5.00,0.02,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,19,9.00,7.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov27,20,9.50,5.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov28,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov28,2,0.50,18.00,0.79,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov28,3,1.00,26.00,0.94,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov28,4,1.50,26.00,1.02,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov28,5,2.00,26.00,0.97,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov28,6,2.50,22.00,0.21,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov28,7,3.00,18.00,0.75,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov28,8,3.50,13.00,0.52,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov28,9,4.00,14.00,0.45,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov28,10,4.50,20.00,0.22,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov28,11,5.00,18.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov28,12,5.50,10.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov28,13,6.00,4.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov29,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov29,2,2.00,4.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov29,3,4.00,12.00,0.01,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov29,4,6.00,22.00,0.40,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov29,5,8.00,25.00,0.45,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov29,6,10.00,20.00,0.48,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov29,7,12.00,18.00,0.44,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov29,8,14.00,38.00,0.31,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov29,9,16.00,32.00,0.33,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov29,10,18.00,36.00,0.30,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov29,11,20.00,50.00,-0.03,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov29,12,22.00,49.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov29,13,24.00,47.00,0.02,
Buffalo National River,BUFF,BUFFRMINVEBM05,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov29,14,26.00,10.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov30,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov30,2,1.00,11.00,-0.01,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov30,3,2.00,32.00,0.46,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov30,4,3.00,34.00,0.55,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov30,5,4.00,10.00,0.06,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov30,6,5.00,33.00,0.55,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov30,7,6.00,30.00,0.57,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov30,8,7.00,24.00,0.53,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov30,9,8.00,20.00,0.56,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov30,10,9.00,16.00,0.30,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov30,11,10.00,12.00,0.29,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov30,12,11.00,8.00,0.20,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov30,13,12.00,4.00,0.08,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov30,14,13.00,2.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM04,BUFFRMINVE2007Nov26,BUFFRMINVE2007Nov30,15,14.00,1.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,2,1.00,8.00,0.14,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,3,2.00,12.00,0.31,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,4,3.00,18.00,0.53,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,5,4.00,26.00,0.81,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,6,5.00,26.00,0.64,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,7,6.00,38.00,0.69,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,8,7.00,36.00,0.72,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,9,8.00,26.00,0.97,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,10,9.00,29.00,0.88,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,11,10.00,14.00,0.51,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,12,11.00,18.00,0.49,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,13,12.00,45.00,0.04,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,14,13.00,40.00,0.08,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,15,14.00,31.00,0.08,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,16,15.00,26.00,0.11,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,17,16.00,16.00,0.07,
Buffalo National River,BUFF,BUFFRMINVEBM03,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec02,18,17.00,2.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,2,0.50,10.00,0.10,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,3,1.00,18.00,0.08,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,4,1.50,26.00,0.19,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,5,2.00,26.00,0.37,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,6,2.50,30.00,0.50,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,7,3.00,38.00,0.55,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,8,3.50,40.00,0.46,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,9,4.00,46.00,0.63,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,10,4.50,45.00,0.70,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,11,5.00,40.00,0.68,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,12,5.50,34.00,0.57,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,13,6.00,32.00,0.36,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,14,6.50,26.00,0.24,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,15,7.00,18.00,0.02,
Buffalo National River,BUFF,BUFFRMINVEBM02,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec03,16,7.50,40.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec04,1,0.00,0.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec04,2,1.00,9.00,0.00,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec04,3,2.00,17.00,0.02,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec04,4,3.00,12.00,0.17,
Buffalo National River,BUFF,BUFFRMINVEBM01,BUFFRMINVE2008Dec02,BUFFRMINVE2008Dec04,5,4.00,16.00,0.23,
