ParkUnit,Plot,SubPlot,EventDate,GroundCover,CoverClassCode,CoverClassMidPoint,CoverClassRange
Agate Fossil Beds,AGFO12,4,2006-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO13,1,2001-05-08,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,1,2001-05-08,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,1,2001-05-08,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,1,2003-06-03,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,1,2003-06-03,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,1,2003-06-03,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,1,2003-06-03,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,1,2004-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,1,2004-06-07,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO13,1,2004-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,1,2004-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO13,1,2005-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,1,2005-06-07,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,1,2005-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,1,2005-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO13,1,2006-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,1,2006-06-07,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO13,1,2006-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,1,2006-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO13,2,2001-05-08,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,2,2001-05-08,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO13,2,2001-05-08,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO13,2,2001-05-08,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,2,2003-06-03,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,2,2003-06-03,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO13,2,2003-06-03,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,2,2003-06-03,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,2,2004-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,2,2004-06-07,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO13,2,2004-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,2,2004-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO13,2,2005-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,2,2005-06-07,Grass Litter,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,2,2005-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,2,2005-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO13,2,2006-06-07,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO13,2,2006-06-07,Deciduous Litter,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,2,2006-06-07,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO13,2,2006-06-07,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO13,2,2006-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO13,3,2001-05-08,Bare Soil,2,3,1 - 5%
Agate Fossil Beds,AGFO13,3,2001-05-08,Grass Litter,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,3,2001-05-08,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,3,2003-06-03,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,3,2003-06-03,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,3,2003-06-03,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,3,2003-06-03,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,3,2004-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,3,2004-06-07,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO13,3,2004-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO13,3,2005-06-07,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,3,2005-06-07,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,3,2005-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,3,2005-06-07,Unvegetated,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,3,2006-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,3,2006-06-07,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,3,2006-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,3,2006-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO13,4,2001-05-08,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO13,4,2001-05-08,Grass Litter,2,3,1 - 5%
Agate Fossil Beds,AGFO13,4,2001-05-08,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO13,4,2001-05-08,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,4,2003-06-03,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO13,4,2003-06-03,Grass Litter,2,3,1 - 5%
Agate Fossil Beds,AGFO13,4,2003-06-03,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,4,2003-06-03,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,4,2004-06-07,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,4,2004-06-07,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO13,4,2004-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,4,2004-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO13,4,2005-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,4,2005-06-07,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,4,2005-06-07,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO13,4,2005-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO13,4,2006-06-07,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO13,4,2006-06-07,Grass Litter,2,3,1 - 5%
Agate Fossil Beds,AGFO13,4,2006-06-07,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO13,4,2006-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO14,1,2001-05-08,Bare Soil,3,15,5 - 25%
Agate Fossil Beds,AGFO14,1,2001-05-08,Grass Litter,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,1,2001-05-08,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,1,2001-05-08,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO14,1,2003-06-03,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,1,2003-06-03,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO14,1,2003-06-03,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,1,2003-06-03,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO14,1,2004-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,1,2004-06-07,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO14,1,2004-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,1,2004-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO14,1,2005-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,1,2005-06-07,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,1,2005-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO14,1,2006-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,1,2006-06-07,Deciduous Litter,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,1,2006-06-07,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,1,2006-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO14,2,2001-05-08,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,2,2001-05-08,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO14,2,2001-05-08,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO14,2,2001-05-08,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO14,2,2003-06-03,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,2,2003-06-03,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO14,2,2003-06-03,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,2,2003-06-03,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO14,2,2004-06-07,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO14,2,2004-06-07,Grass Litter,2,3,1 - 5%
Agate Fossil Beds,AGFO14,2,2004-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,2,2004-06-07,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO14,2,2005-06-07,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,2,2005-06-07,Grass Litter,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,2,2005-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,2,2005-06-07,Unvegetated,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,2,2006-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,2,2006-06-07,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,2,2006-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,2,2006-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO14,3,2001-05-08,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO14,3,2001-05-08,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO14,3,2001-05-08,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO14,3,2001-05-08,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO14,3,2003-06-03,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,3,2003-06-03,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO14,3,2003-06-03,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,3,2003-06-03,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO14,3,2004-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,3,2004-06-07,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,3,2004-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,3,2004-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO14,3,2005-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,3,2005-06-07,Deciduous Litter,2,3,1 - 5%
Agate Fossil Beds,AGFO14,3,2005-06-07,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,3,2005-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,3,2005-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO14,3,2005-06-07,Woody Debris,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,3,2006-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,3,2006-06-07,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO14,3,2006-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,3,2006-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO14,4,2001-05-08,Bare Soil,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,4,2001-05-08,Grass Litter,6,85,75 - 95%
Agate Fossil Beds,AGFO14,4,2001-05-08,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO14,4,2003-06-03,Bare Soil,2,3,1 - 5%
Agate Fossil Beds,AGFO14,4,2003-06-03,Grass Litter,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,4,2003-06-03,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO14,4,2004-06-07,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,4,2004-06-07,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO14,4,2004-06-07,Unvegetated,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,4,2005-06-07,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,4,2005-06-07,Grass Litter,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,4,2005-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO14,4,2006-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,4,2006-06-07,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,4,2006-06-07,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO14,4,2006-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO15,1,2003-06-05,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO15,1,2003-06-05,Grass Litter,2,3,1 - 5%
Agate Fossil Beds,AGFO15,1,2003-06-05,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO15,1,2003-06-05,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO15,1,2004-06-09,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO15,1,2004-06-09,Grass Litter,2,3,1 - 5%
Agate Fossil Beds,AGFO15,1,2004-06-09,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO15,1,2004-06-09,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO15,1,2005-06-08,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO15,1,2005-06-08,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,1,2005-06-08,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO15,1,2005-06-08,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO15,1,2006-06-08,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,1,2006-06-08,Deciduous Litter,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,1,2006-06-08,Grass Litter,2,3,1 - 5%
Agate Fossil Beds,AGFO15,1,2006-06-08,Rock,3,15,5 - 25%
Agate Fossil Beds,AGFO15,1,2006-06-08,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO15,2,2003-06-05,Bare Soil,3,15,5 - 25%
Agate Fossil Beds,AGFO15,2,2003-06-05,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,2,2003-06-05,Unvegetated,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,2,2004-06-09,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO15,2,2004-06-09,Grass Litter,2,3,1 - 5%
Agate Fossil Beds,AGFO15,2,2004-06-09,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,2,2004-06-09,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO15,2,2005-06-08,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,2,2005-06-08,Grass Litter,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,2,2005-06-08,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,2,2005-06-08,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO15,2,2006-06-08,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,2,2006-06-08,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,2,2006-06-08,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,2,2006-06-08,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO15,3,2003-06-05,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,3,2003-06-05,Grass Litter,2,3,1 - 5%
Agate Fossil Beds,AGFO15,3,2003-06-05,Rock,3,15,5 - 25%
Agate Fossil Beds,AGFO15,3,2003-06-05,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO15,3,2004-06-09,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,3,2004-06-09,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO15,3,2004-06-09,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,3,2004-06-09,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO15,3,2005-06-08,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO15,3,2005-06-08,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,3,2005-06-08,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,3,2005-06-08,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO15,3,2006-06-08,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,3,2006-06-08,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,3,2006-06-08,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO15,3,2006-06-08,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO15,4,2003-06-05,Bare Soil,3,15,5 - 25%
Agate Fossil Beds,AGFO15,4,2003-06-05,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,4,2003-06-05,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,4,2003-06-05,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO15,4,2004-06-09,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,4,2004-06-09,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,4,2004-06-09,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO15,4,2005-06-08,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,4,2005-06-08,Grass Litter,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,4,2005-06-08,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,4,2005-06-08,Unvegetated,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,4,2006-06-08,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,4,2006-06-08,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO15,4,2006-06-08,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,4,2006-06-08,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO16,1,2003-06-05,Bare Soil,3,15,5 - 25%
Agate Fossil Beds,AGFO16,1,2003-06-05,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO16,1,2003-06-05,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,1,2003-06-05,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO16,1,2004-06-09,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO16,1,2004-06-09,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO16,1,2004-06-09,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO16,1,2005-06-08,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO16,1,2005-06-08,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO16,1,2005-06-08,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,1,2005-06-08,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO16,1,2006-06-08,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO16,1,2006-06-08,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO16,1,2006-06-08,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,1,2006-06-08,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO16,2,2003-06-05,Bare Soil,2,3,1 - 5%
Agate Fossil Beds,AGFO16,2,2003-06-05,Grass Litter,5,62.5,50 - 75%
Agate Fossil Beds,AGFO16,2,2003-06-05,Unvegetated,5,62.5,50 - 75%
Agate Fossil Beds,AGFO16,2,2004-06-09,Bare Soil,3,15,5 - 25%
Agate Fossil Beds,AGFO16,2,2004-06-09,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO16,2,2004-06-09,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO16,2,2005-06-08,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO16,2,2005-06-08,Grass Litter,6,85,75 - 95%
Agate Fossil Beds,AGFO16,2,2005-06-08,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,2,2005-06-08,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO16,2,2006-06-08,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO16,2,2006-06-08,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO16,2,2006-06-08,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO16,3,2003-06-05,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO16,3,2003-06-05,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO16,3,2003-06-05,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO16,3,2003-06-05,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO16,3,2004-06-09,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO16,3,2004-06-09,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO16,3,2004-06-09,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO16,3,2004-06-09,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO16,3,2005-06-08,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO16,3,2005-06-08,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO16,3,2005-06-08,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO16,3,2005-06-08,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO16,3,2006-06-08,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO16,3,2006-06-08,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO16,3,2006-06-08,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO16,3,2006-06-08,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO16,4,2003-06-05,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO16,4,2003-06-05,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO16,4,2003-06-05,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,4,2003-06-05,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO16,4,2004-06-09,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO16,4,2004-06-09,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO16,4,2004-06-09,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,4,2004-06-09,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO16,4,2005-06-08,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO16,4,2005-06-08,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO16,4,2005-06-08,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,4,2005-06-08,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO16,4,2006-06-08,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO16,4,2006-06-08,Grass Litter,2,3,1 - 5%
Agate Fossil Beds,AGFO16,4,2006-06-08,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,4,2006-06-08,Unvegetated,7,97.5,95 - 100%
Agate Fossil Beds,AGFO17,1,2001-05-08,Bare Soil,3,15,5 - 25%
Agate Fossil Beds,AGFO17,1,2001-05-08,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO17,1,2001-05-08,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO17,1,2001-05-08,Unvegetated,5,62.5,50 - 75%
Agate Fossil Beds,AGFO17,1,2003-06-03,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO17,1,2003-06-03,Deciduous Litter,1,0.5,trace - 1%
Agate Fossil Beds,AGFO17,1,2003-06-03,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO17,1,2003-06-03,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO17,1,2003-06-03,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO17,1,2003-06-03,Woody Debris,2,3,1 - 5%
Agate Fossil Beds,AGFO17,1,2004-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO17,1,2004-06-07,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO17,1,2004-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO17,1,2005-06-07,Bare Soil,5,62.5,50 - 75%
Agate Fossil Beds,AGFO17,1,2005-06-07,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO17,1,2005-06-07,Rock,2,3,1 - 5%
Agate Fossil Beds,AGFO17,1,2005-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO17,1,2006-06-07,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO17,1,2006-06-07,Grass Litter,2,3,1 - 5%
Agate Fossil Beds,AGFO17,1,2006-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO17,1,2006-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO17,2,2001-05-08,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO17,2,2001-05-08,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO17,2,2001-05-08,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO17,2,2001-05-08,Unvegetated,5,62.5,50 - 75%
Agate Fossil Beds,AGFO17,2,2003-06-03,Bare Soil,4,37.5,25 - 50%
Agate Fossil Beds,AGFO17,2,2003-06-03,Grass Litter,4,37.5,25 - 50%
Agate Fossil Beds,AGFO17,2,2003-06-03,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO17,2,2003-06-03,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO17,2,2004-06-07,Bare Soil,6,85,75 - 95%
Agate Fossil Beds,AGFO17,2,2004-06-07,Grass Litter,3,15,5 - 25%
Agate Fossil Beds,AGFO17,2,2004-06-07,Rock,1,0.5,trace - 1%
Agate Fossil Beds,AGFO17,2,2004-06-07,Unvegetated,6,85,75 - 95%
Agate Fossil Beds,AGFO17,2,2005-06-07,Bare Soil,5,62.5,50 - 75%
