ParkName,ParkCode,LocationID,PeriodID,EventID,ChannelType,SiteNumber,TransectNumber,SampleLocation,ChannelUnit,PoolForm,Width_Meters,Depth_Centimeters,Velocity_MetersPerSecond,Velocity_MetersPerSecond_flag,DominantWentworthSubstrate_Millimeters,WentworthMidpoint_Millimeters,EmbeddedCanopyCover,ECC_MidpointValue1_Percent,CanopyCover,ECC_MidpointValue2_Percent,Comment,dwcType,dwcBasisOfRecord
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,1,9,Middle,Riffle,NA,3.8,12,0.34,A,90-128,109,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2015Jul07,HOSPStfish2015Jul07,main,1,2,Right,Riffle,NA,6.8,20,0.27,A,22.6-32,27.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2015Jul07,HOSPStfish2015Jul07,main,1,3,Right,Run/Race,NA,6.9,30,0.05,A,5.7-8,6.85,Sparse (<10%),5,Sparse (<10%),5,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2015Jul07,HOSPStfish2015Jul07,main,1,4,Middle,Riffle,NA,7.3,14,0.21,A,4-5.7,4.85,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2015Jul07,HOSPStfish2015Jul07,main,1,10,Left,Riffle,NA,7,6,0.92,A,32-45,38.5,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,1,1,Middle,Riffle,NA,5.8,14,0.32,A,16-22.6,19.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,1,3,Left,Run/Race,NA,4.7,10,0.07,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish01,HOSPStfish2018Jul09,HOSPStfish2018Jul09,main,1,8,Middle,Pool,Bluff Pool,5.3,56,0.05,A,8-11.3,9.65,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,1,4,Left,Pool,Lateral Pool,10.3,54,0.03,A,45-64,54.5,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,1,5,Middle,Pool,Lateral Pool,16,46,0.01,A,2-4,3,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,1,7,Right,Pool,Lateral Pool,9.1,20,0.03,A,5.7-8,6.85,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2009Jun16,HOSPStfish2009Jun16,main,1,9,Middle,Run/Race,NA,9.1,58,0.05,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,1,4,Right,Run/Race,NA,3.6,26,0.00999999977648258,A,16-22.6,19.3,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,1,8,Middle,Pool,Lateral Pool,9.2,26,0.00999999977648258,A,11.3-16,13.65,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,1,8,Right,Pool,Lateral Pool,9.2,14,-0.01,R,2-4,3,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,1,9,Right,Pool,Mid-Channel Pool,11.1,20,0,A,2-4,3,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2012Jul10,HOSPStfish2012Jul10,main,1,11,Middle,Pool,Mid-Channel Pool,10.2,49,0.07,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2015Jul07,HOSPStfish2015Jul07,main,1,4,Left,Run/Race,NA,14.5,22,0.47,A,5.7-8,6.85,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,1,4,Right,Pool,Lateral Pool,7.1,10,0.06,A,16-22.6,19.3,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,1,6,Right,Run/Race,NA,7.3,10,0.06,A,8-11.3,9.65,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,1,7,Right,Run/Race,NA,7.3,12,-0.01,R,8-11.3,9.65,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,1,8,Middle,Pool,Mid-Channel Pool,8.7,50,0.03,A,45-64,54.5,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,1,8,Right,Pool,Mid-Channel Pool,8.7,26,-0.01,R,0.5-1,0.75,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,1,9,Right,Pool,Mid-Channel Pool,6.2,14,-0.03,R,0.5-1,0.75,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,1,10,Right,Run/Race,NA,7.7,10,0,A,16-22.6,19.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,main,1,11,Left,Run/Race,NA,8.8,10,0.02,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,1,2,Right,Pool,Lateral Pool,18.4,82,0.25,A,5.7-8,6.85,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,1,3,Middle,Pool,Lateral Pool,14.6,66,0.28,A,1-2,1.5,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,1,3,Right,Pool,Lateral Pool,14.6,94,0.3,A,5.7-8,6.85,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,main,1,7,Left,Pool,Mid-Channel Pool,24.5,58,0.05,A,0.062-0.125 ,0.09,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,main,1,6,Right,Glide,NA,28.7,74,0.14,A,0.125-0.25 ,0.18,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,1,2,Middle,Run/Race,NA,16.2,78,0.56,A,16-22.6,19.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,1,2,Right,Run/Race,NA,16.2,94,0.1,A,8-11.3,9.65,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,1,4,Right,Run/Race,NA,14.5,83,0.15,A,32-45,38.5,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,1,5,Right,Riffle-Run Complex,NA,18.1,18,0.75,A,16-22.6,19.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,main,1,7,Left,Run/Race,NA,25.2,52,0.25,A,0.25-0.50 ,0.37,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,main,1,11,Right,Run/Race,NA,27.3,58,0.21,A,0.125-0.25 ,0.18,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2014Sep22,OZARRMFish2014Sep23,main,1,2,Right,Riffle,NA,19.5,73,0.18,A,11.3-16,13.65,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2014Sep22,OZARRMFish2014Sep23,main,1,7,Left,Run/Race,NA,25,32,-0.01,R,<0.062 ,0.03,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2014Sep22,OZARRMFish2014Sep23,main,1,7,Middle,Run/Race,NA,25,46,0.23,A,8-11.3,9.65,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2014Sep22,OZARRMFish2014Sep23,main,1,8,Right,Riffle,NA,13.5,66,0.49,A,32-45,38.5,Sparse (<10%),5,Sparse (<10%),5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2014Sep22,OZARRMFish2014Sep23,main,1,9,Right,Run/Race,NA,23.5,12,0.23,A,11.3-16,13.65,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2014Sep22,OZARRMFish2014Sep23,main,1,11,Left,Run/Race,NA,20,54,0.01,A,11.3-16,13.65,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFish2016Sep19,OZARRMFish2016Sep19,Main,1,4,Right,Run/Race,NA,16.5,89,0.4,A,4-5.7,4.85,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFish2016Sep19,OZARRMFish2016Sep19,Main,1,10,Right,Run/Race,NA,24.5,24,0.17,A,16-22.6,19.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2018Sep18,OZARRMFISH2018Sep19,main,1,1,Right,Run/Race,NA,16.5,62,0.26,A,16-22.6,19.3,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2018Sep18,OZARRMFISH2018Sep19,main,1,2,Right,Run/Race,NA,15,84,0.4,A,22.6-32,27.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2018Sep18,OZARRMFISH2018Sep19,main,1,5,Right,Riffle-Run Complex,NA,16.5,70,0.85,A,16-22.6,19.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2018Sep18,OZARRMFISH2018Sep19,main,1,6,Left,Run/Race,NA,24.5,18,0.34,A,16-22.6,19.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2022Aug29,OZARRMFISH2022Aug29,main,1,10,Left,Run/Race,NA,23.4,58,0.19,A,0.125-0.25 ,0.18,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2006OCT02,OZARRMFISH2006OCT20,main,1,2,Left,Run/Race,NA,26,98,0.44,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2006OCT02,OZARRMFISH2006OCT20,main,1,7,Left,Run/Race,NA,20,58,1.11,A,45-64,54.5,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2006OCT02,OZARRMFISH2006OCT20,main,1,8,Left,Riffle,NA,32,46,1.02,A,45-64,54.5,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,1,1,Left,Run/Race,NA,32,52,0.46,A,22.6-32,27.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,1,4,Left,Run/Race,NA,29,172,0.41,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,1,4,Right,Run/Race,NA,29,140,0.15,A,22.6-32,27.3,Sparse (<10%),5,Sparse (<10%),5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,1,6,Left,Run/Race,NA,18,110,0.41,A,45-64,54.5,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,1,6,Middle,Run/Race,NA,18,110,0.93,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,1,6,Right,Run/Race,NA,18,150,0.81,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,1,7,Left,Riffle-Run Complex,NA,24,62,1.42,A,45-64,54.5,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2008Oct06,OZARRMFish2008Oct16,main,1,2,Left,Run/Race,NA,28,122,0.34,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2008Oct06,OZARRMFish2008Oct16,main,1,3,Right,Run/Race,NA,34,66,0.43,A,5.7-8,6.85,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2009Oct05,OZARRMFish2009Oct07,backwater_main,1,3,Right,Pool,Backwater Pool,9.6,23,-0.00999999977648258,R,22.6-32,27.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2009Oct05,OZARRMFish2009Oct07,main,1,6,Middle,Run/Race,NA,23,120,1.08,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2009Oct05,OZARRMFish2009Oct07,main,1,10,Right,Run/Race,NA,34,200,0.41,A,1024-4096,2560,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2009Oct05,OZARRMFish2009Oct07,main,1,11,Right,Run/Race,NA,30,152,0.43,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2012Sep24,OZARRMFish2012Sep27,backwater_main,1,1,Middle,Pool,Backwater Pool,3.4,12,0,A,16-22.6,19.3,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2014Sep22,OZARRMFish2014Sep24,main,1,2,Left,Run/Race,NA,29.5,44,0.3,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2014Sep22,OZARRMFish2014Sep24,main,1,3,Left,Run/Race,NA,32,80,0.34,A,16-22.6,19.3,Sparse (<10%),5,Sparse (<10%),5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2014Sep22,OZARRMFish2014Sep24,main,1,4,Left,Run/Race,NA,27.5,102,0.34,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2014Sep22,OZARRMFish2014Sep24,main,1,5,Middle,Run/Race,NA,23.5,122,0.62,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2014Sep22,OZARRMFish2014Sep24,main,1,9,Left,Run/Race,NA,44,23,0.2,A,5.7-8,6.85,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,1,1,Right,Run/Race,NA,33.5,62,0.68,A,11.3-16,13.65,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,1,2,Left,Run/Race,NA,33.5,100,0.09,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,1,3,Left,Run/Race,NA,34,90,0.36,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,1,4,Right,Run/Race,NA,35,98,0.52,A,5.7-8,6.85,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,1,5,Left,Run/Race,NA,29.5,116,0.5,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,backwater_main,1,1,Right,Pool,Backwater Pool,8.6,54,0,A,<0.062 ,0.03,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,backwater_main,1,2,Right,Pool,Backwater Pool,12.4,68,0,A,<0.062 ,0.03,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,backwater_main,1,3,Right,Pool,Backwater Pool,13.8,69,0.01,A,<0.062 ,0.03,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,1,4,Left,Pool,Mid-Channel Pool,40,190,0.07,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,1,1,Right,Run/Race,NA,64,48,0.87,A,22.6-32,27.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,1,11,Right,Pool,Bluff Pool,26,250,0.27,A,128-180,154,Sparse (<10%),5,Sparse (<10%),5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct17,backwater_main,1,1,Right,Pool,Backwater Pool,10.5,63,-0.00999999977648258,R,2-4,3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct17,backwater_main,1,3,Right,Pool,Backwater Pool,2.6,20,0,A,1-2,1.5,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct17,main,1,6,Left,Riffle,NA,57,60,1.07,A,8-11.3,9.65,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2009Oct05,OZARRMFish2009Oct08,main,1,7,Left,Riffle,NA,30,62,0.94,A,16-22.6,19.3,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2009Oct05,OZARRMFish2009Oct08,main,1,11,Right,Run/Race,NA,29,200,0.47,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2012Sep24,OZARRMFish2012Sep26,main,1,5,Left,Run/Race,NA,44,112,0.86,A,11.3-16,13.65,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2014Sep22,OZARRMFish2014Sep25,backwater_main,1,3,Right,Pool,Backwater Pool,8.5,16,0.00999999977648258,A,11.3-16,13.65,Sparse (<10%),5,Sparse (<10%),5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2014Sep22,OZARRMFish2014Sep25,main,1,5,Left,Run/Race,NA,59.5,100,0.76,A,32-45,38.5,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2014Sep22,OZARRMFish2014Sep25,main,1,11,Right,Pool,Bluff Pool,43,200,0.2,A,1024-4096,2560,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFish2016Sep19,OZARRMFish2016Sep29,Main,1,11,Right,Pool,Bluff Pool,53,200,0.18,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2018Sep18,OZARRMFISH2018Sep27,main,1,4,Left,Run/Race,NA,34,148,0.53,A,>4096,10000,Absent (0%),0,Absent (0%),0,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2022Aug29,OZARRMFISH2022Sep06,main,1,1,Right,Glide,NA,43.4,64,1.04,A,22.6-32,27.3,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2006OCT02,OZARRMFISH2006OCT25,backwater_main,1,2,Right,Pool,Backwater Pool,10,24,0,A,45-64,54.5,Moderate (10-40%),25,Moderate (10-40%),25,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2006OCT02,OZARRMFISH2006OCT25,backwater_main,1,3,Right,Pool,Backwater Pool,7,11,0,A,32-45,38.5,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2007Oct01,OZARRMFish2007Oct12,backwater_main,1,2,Right,Pool,Backwater Pool,7,8,-0.02,R,16-22.6,19.3,Heavy (40-75%),57.5,Heavy (40-75%),57.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2007Oct01,OZARRMFish2007Oct12,backwater_main,1,3,Left,Pool,Backwater Pool,8.9,30,-0.03,R,0.5-1,0.75,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2008Oct06,OZARRMFish2008Oct27,backwater_main,1,3,Left,Pool,Backwater Pool,7.4,8,0,A,5.7-8,6.85,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,OZARRMFISH2008Oct06,OZARRMFish2008Oct27,backwater_side,1,3,Left,Pool,Backwater Pool,6.1,6,0,A,0.125-0.25 ,0.18,Very Heavy (>75%),87.5,Very Heavy (>75%),87.5,NA,Event,HumanObservation
