ParkName,ParkCode,LocationID,PeriodID,EventID,SiteNumber,Beginning_Ending,TimeSampled_hhmm_mil,WaterTemp_Celcius,AirTemp_Celcius,pH,SpecificConductance_MicrosiemensPerCentimeter,Conductivity_MicrosiemensPerCentimeter,DissolvedOxygen_MilligramsPerLiter,SecchiTube_Centimeters,dwcType,dwcBasisOfRecord
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,2,BEGINNING,09:28:00,-999,21,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,3,BEGINNING,09:54:00,-999,21,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,4,BEGINNING,10:03:00,-999,21,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2016Aug31,TAPRShiner2016Sep02,5,BEGINNING,10:13:00,-999,21,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,1,BEGINNING,13:16:00,-999,24.4,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,2,BEGINNING,13:17:00,-999,24.4,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,3,BEGINNING,13:18:00,-999,24.4,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2017Sep05,TAPRShiner2017Sep05,4,BEGINNING,13:20:00,-999,24.4,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,1,BEGINNING,12:15:00,22.2,23.3,9.14,572,543,6.85,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,2,BEGINNING,12:25:00,21.5,23.3,9.32,572,535,5.71,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,3,BEGINNING,12:35:00,23.3,23.3,8.96,537,578,5.16,87,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2018Sep04,TAPRShiner2018Sep05,4,BEGINNING,12:45:00,22.6,23.3,8.97,710,678,4.72,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2021Sep07,TAPRShiner2021Sep08,1,BEGINNING,08:30:00,-999,-999,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2021Sep07,TAPRShiner2021Sep08,2,BEGINNING,08:36:00,-999,-999,-999,-999,-999,-999,-999,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2021Sep07,TAPRShiner2021Sep08,3,BEGINNING,08:50:00,19.4,-999,7.78,439.3,392.5,2.56,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner23middl,TAPRShiner2021Sep07,TAPRShiner2021Sep08,4,BEGINNING,09:06:00,17.7,-999,7.61,502.4,432.4,2.02,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2001Aug28,TAPRShiner2001Aug29,1,BEGINNING,08:55:00,22.5,28.5,-999,-999,-999,6.96,24.5,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2001Aug28,TAPRShiner2001Aug29,2,BEGINNING,08:55:00,22.7,32,-999,-999,-999,7.59,22,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2001Aug28,TAPRShiner2001Aug29,3,BEGINNING,08:55:00,23.39,31,-999,-999,-999,7.69,17.7,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2001Aug28,TAPRShiner2001Aug29,4,BEGINNING,08:55:00,-999,31,-999,-999,-999,6.23,11.5,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2001Aug28,TAPRShiner2001Aug29,5,BEGINNING,08:55:00,-999,31,-999,-999,-999,10.02,27,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2002Sep30,TAPRShiner2002Oct04,1,BEGINNING,11:15:00,17.6,19,7.8,-999,391,6.48,19,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2002Sep30,TAPRShiner2002Oct04,2,BEGINNING,11:15:00,17.2,15,7.78,-999,401,7.07,20,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2002Sep30,TAPRShiner2002Oct04,3,BEGINNING,11:15:00,17.2,19,7.9,-999,407,7.32,15,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2002Sep30,TAPRShiner2002Oct04,4,BEGINNING,11:15:00,17.29,21.5,7.86,-999,396,5.92,15,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2002Sep30,TAPRShiner2002Oct04,5,BEGINNING,11:15:00,16.5,20,7.71,-999,432,7,15,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2003Oct06,TAPRShiner2003Oct08,1,BEGINNING,09:28:00,16.5,22,7.9,543,455,6,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2003Oct06,TAPRShiner2003Oct08,2,BEGINNING,09:28:00,16.79,23,7.84,551,465,6.55,82,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2003Oct06,TAPRShiner2003Oct08,3,BEGINNING,09:28:00,16.6,24,7.78,552,463,6,45,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2003Oct06,TAPRShiner2003Oct08,4,BEGINNING,09:28:00,17.2,24,7.92,551,470,9.88,103,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2003Oct06,TAPRShiner2003Oct08,5,BEGINNING,09:28:00,17,26,7.76,554,469,6.65,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2004Oct04,TAPRShiner2004Oct06,1,BEGINNING,13:14:00,18.1,26,8.09,470,408,8.64,39.2,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2004Oct04,TAPRShiner2004Oct06,2,BEGINNING,13:14:00,18.5,26,8.21,489,428,8.68,33,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2004Oct04,TAPRShiner2004Oct06,3,BEGINNING,13:14:00,18.89,26,8.18,496,438,8.8,32,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2004Oct04,TAPRShiner2004Oct06,4,BEGINNING,13:14:00,17.5,26,8.22,502,430,8.84,32.59,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2004Oct04,TAPRShiner2004Oct06,5,BEGINNING,13:14:00,16.39,26,8.21,440,368,8.5,33,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2005Oct03,TAPRShiner2005Oct05,1,BEGINNING,12:30:00,20,16,8.03,450,326,5.96,33,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2005Oct03,TAPRShiner2005Oct05,2,BEGINNING,12:30:00,19.39,16,7.94,458,335,6.69,37,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2005Oct03,TAPRShiner2005Oct05,3,BEGINNING,12:30:00,20.29,16,7.88,473,341,6.53,65,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2005Oct03,TAPRShiner2005Oct05,4,BEGINNING,12:30:00,19.89,16,7.9,471.4,345,5.03,45,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2005Oct03,TAPRShiner2005Oct05,5,BEGINNING,12:30:00,19.39,16,7.92,490.6,358,6.46,93,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2007Sep09,TAPRShiner2007Sep12,1,BEGINNING,13:30:00,18.29,27.5,7.4,375.5,274.3,6.44,60,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2007Sep09,TAPRShiner2007Sep12,2,BEGINNING,13:40:00,17.79,28,7.21,536,400.5,3.63,99,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2007Sep09,TAPRShiner2007Sep12,3,BEGINNING,13:55:00,17.29,29,7.26,523,391.6,3.46,95,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2007Sep09,TAPRShiner2007Sep12,4,BEGINNING,14:20:00,18.79,32,7.13,535,395.6,4.26,105,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2008Sep07,TAPRShiner2008Sep10,1,BEGINNING,10:14:00,16.89,21,7.65,591,500,6.03,60,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2008Sep07,TAPRShiner2008Sep10,2,BEGINNING,10:38:00,16.79,21,7.69,556,471,5.53,63,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2008Sep07,TAPRShiner2008Sep10,3,BEGINNING,10:32:00,16.7,20,7.67,557,469,8.81,92,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2008Sep07,TAPRShiner2008Sep10,4,BEGINNING,10:17:00,16.7,20,7.59,564,476,4.85,79,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2009Sep08,TAPRShiner2009Sep11,1,BEGINNING,08:30:00,17.1,22.5,6.92,563,491,6.77,72,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2009Sep08,TAPRShiner2009Sep11,2,BEGINNING,08:35:00,17.1,22.5,6.92,563,491,6.77,72,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2009Sep08,TAPRShiner2009Sep11,3,BEGINNING,08:50:00,17,22.5,7,559,487,7.66,60,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2009Sep08,TAPRShiner2009Sep11,4,BEGINNING,09:05:00,17.29,22.5,7.65,561,492,5.94,60,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2009Sep08,TAPRShiner2009Sep11,5,BEGINNING,09:15:00,16.79,22.5,7.48,561,489,6.52,79,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,1,BEGINNING,10:26:00,18.39,24,7.94,481.1,420.4,8.3,56,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,2,BEGINNING,10:44:00,18.6,22.5,7.88,481.5,422.1,7.74,64,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,3,BEGINNING,10:56:00,18.1,22,7.8,479,416.4,8.3,17,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,4,BEGINNING,11:12:00,18.1,21.5,7.76,483.8,419.9,7.87,13,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2015Aug30,TAPRShiner2015Aug31,5,BEGINNING,11:15:00,17.89,22,7.73,486.4,420.7,7.15,66,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2018Sep04,TAPRShiner2018Sep05,1,BEGINNING,09:00:00,21,18.9,9.02,559,515,7.37,12,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2018Sep04,TAPRShiner2018Sep05,2,BEGINNING,09:10:00,20.9,18.9,8.92,559,516,7.46,35,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2018Sep04,TAPRShiner2018Sep05,3,BEGINNING,09:25:00,20.6,18.9,8.88,564,517,6.05,36,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2018Sep04,TAPRShiner2018Sep05,4,BEGINNING,09:35:00,20.5,18.9,8.92,559,511,7.05,31,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24lower,TAPRShiner2018Sep04,TAPRShiner2018Sep05,5,BEGINNING,09:40:00,20.4,18.9,8.93,553,503,6.46,27,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2001Aug28,TAPRShiner2001Aug29,1,BEGINNING,14:00:00,26,34,-999,-999,-999,9.27,80,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2001Aug28,TAPRShiner2001Aug29,2,BEGINNING,14:00:00,25.2,32,-999,-999,-999,9.6,88.09,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2001Aug28,TAPRShiner2001Aug29,3,BEGINNING,14:00:00,24.89,33,-999,-999,-999,9.67,89,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2001Aug28,TAPRShiner2001Aug29,4,BEGINNING,14:00:00,22.89,31,-999,-999,-999,9.63,112.19,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,1,BEGINNING,14:00:00,17.89,23,7.84,-999,235,5.8,6,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,2,BEGINNING,14:00:00,17.7,21,7.65,-999,250,6.75,6,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,3,BEGINNING,14:00:00,18.29,22,7.76,-999,318,6.67,8,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,4,BEGINNING,14:00:00,18.7,22,7.59,-999,388,6.67,11,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2002Sep30,TAPRShiner2002Oct03,5,BEGINNING,14:00:00,17.7,21,7.76,-999,300,4.51,20,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,1,BEGINNING,12:24:00,18.6,24,7.42,356,313,4.78,105,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,2,BEGINNING,12:24:00,18.5,26,7.76,511,447,7.8,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,3,BEGINNING,12:24:00,18.6,24,7.78,314,250,6.69,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,4,BEGINNING,12:24:00,18.39,24,7.67,452,394,6.71,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2003Oct06,TAPRShiner2003Oct08,5,BEGINNING,12:24:00,18.1,24,7.63,516,449,5.88,110,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,1,BEGINNING,14:22:00,16.39,26,8.21,481,401,8.61,110,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,2,BEGINNING,14:22:00,16.39,24,8.23,496,413,8.44,116.59,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,3,BEGINNING,14:22:00,16.1,23,8.19,495,411,8.77,116,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,4,BEGINNING,14:22:00,16.29,23,8.18,501,418,8.52,116,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2004Oct04,TAPRShiner2004Oct06,5,BEGINNING,14:22:00,16.79,24,8.09,500,422,9.3,92,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,1,BEGINNING,13:50:00,18.1,16,8.05,437.5,325,5.42,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,2,BEGINNING,13:50:00,18.2,16,7.86,443,329,6.17,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,3,BEGINNING,13:50:00,17.89,16,7.9,441,330,6.53,80,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,4,BEGINNING,13:50:00,17.7,16,7.92,441.4,331,6.69,90,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2005Oct03,TAPRShiner2005Oct05,5,BEGINNING,13:50:00,17.89,16,7.8,444.7,335,5.21,104,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2006Sep18,TAPRShiner2006Sep20,1,BEGINNING,12:20:00,16.29,24,7.26,421.4,321.5,7.38,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2006Sep18,TAPRShiner2006Sep20,2,BEGINNING,12:45:00,16.79,26,7.48,436.4,330.1,7.82,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2006Sep18,TAPRShiner2006Sep20,3,BEGINNING,13:25:00,17.6,26,7.21,508,371.4,7.48,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2006Sep18,TAPRShiner2006Sep20,4,BEGINNING,13:50:00,16.89,27,7.13,413.5,312,5.23,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner24middl,TAPRShiner2006Sep18,TAPRShiner2006Sep20,5,BEGINNING,14:30:00,16.5,26,7.3,432.8,327.6,5.73,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2001Aug28,TAPRShiner2001Oct10,1,BEGINNING,16:00:00,18.2,19,-999,-999,-999,9,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2001Aug28,TAPRShiner2001Oct10,2,BEGINNING,16:00:00,18.5,22,-999,-999,-999,9.5,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2001Aug28,TAPRShiner2001Oct10,3,BEGINNING,16:00:00,17.29,20,-999,-999,-999,9.5,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2001Aug28,TAPRShiner2001Oct10,4,BEGINNING,16:00:00,16.5,18,-999,-999,-999,9.8,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2001Aug28,TAPRShiner2001Oct10,5,BEGINNING,16:00:00,16.2,18,-999,-999,-999,8.69,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2002Sep30,TAPRShiner2002Oct01,1,BEGINNING,14:00:00,23.79,34,8.02,-999,720,9.76,50,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2002Sep30,TAPRShiner2002Oct01,2,BEGINNING,14:00:00,23.89,33,7.98,-999,729,9.69,106,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2002Sep30,TAPRShiner2002Oct01,3,BEGINNING,14:00:00,22.7,32,8.01,-999,757,8.9,100,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2002Sep30,TAPRShiner2002Oct01,4,BEGINNING,14:00:00,22.6,33,7.9,-999,0,8.81,97,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2002Sep30,TAPRShiner2002Oct01,5,BEGINNING,14:00:00,21.89,32,7.65,-999,716,9.39,111,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2003Oct06,TAPRShiner2003Oct07,1,BEGINNING,13:15:00,15.8,27,7.88,617,543,9.17,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2003Oct06,TAPRShiner2003Oct07,2,BEGINNING,13:15:00,19,27,7.78,600,526,8.57,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2003Oct06,TAPRShiner2003Oct07,3,BEGINNING,13:15:00,19.1,27,7.78,618,550,7.9,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2003Oct06,TAPRShiner2003Oct07,4,BEGINNING,13:15:00,18.79,27,7.67,623,549,8.03,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2003Oct06,TAPRShiner2003Oct07,5,BEGINNING,13:15:00,18.2,27,7.48,631,549,8.92,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2004Oct04,TAPRShiner2004Oct06,1,BEGINNING,10:05:00,13.39,18,8.06,696,541,7.25,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2004Oct04,TAPRShiner2004Oct06,2,BEGINNING,10:05:00,13.39,18,8.03,698,544,7.19,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2004Oct04,TAPRShiner2004Oct06,3,BEGINNING,10:05:00,13.8,18,8.02,706,554,7.92,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2004Oct04,TAPRShiner2004Oct06,4,BEGINNING,10:05:00,14.1,22,8.01,716,567,8.14,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2004Oct04,TAPRShiner2004Oct06,5,BEGINNING,10:05:00,14.6,22,7.75,724,580,7,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2005Oct03,TAPRShiner2005Oct04,1,BEGINNING,10:10:00,19.29,26,7.84,572,419,6.03,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2005Oct03,TAPRShiner2005Oct04,2,BEGINNING,10:10:00,19,26,7.86,569,418,6,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2005Oct03,TAPRShiner2005Oct04,3,BEGINNING,10:10:00,18.89,26,7.82,566,416,7.3,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2005Oct03,TAPRShiner2005Oct04,4,BEGINNING,10:10:00,19.29,26,7.8,581,424,6.67,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2005Oct03,TAPRShiner2005Oct04,5,BEGINNING,10:10:00,19.2,26,7.73,575,421,7.88,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2006Sep18,TAPRShiner2006Sep19,1,BEGINNING,13:15:00,15.6,19,7.32,818,631,6.59,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2006Sep18,TAPRShiner2006Sep19,2,BEGINNING,14:00:00,14.5,22,7.46,827,647,5.17,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2006Sep18,TAPRShiner2006Sep19,3,BEGINNING,14:30:00,15.5,23,7.51,936,695,5.15,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2006Sep18,TAPRShiner2006Sep19,4,BEGINNING,14:55:00,16.6,23,7.57,1084,801,5.92,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2006Sep18,TAPRShiner2006Sep19,5,BEGINNING,15:30:00,15.89,24,7.63,1162,882,6.61,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2007Sep09,TAPRShiner2007Sep10,1,BEGINNING,13:40:00,19.79,26,7.4,743,538,8.92,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2007Sep09,TAPRShiner2007Sep10,2,BEGINNING,14:10:00,19.6,23,7.4,745,546,9.77,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2007Sep09,TAPRShiner2007Sep10,3,BEGINNING,14:20:00,19.29,18,7.46,761,557,9.52,78,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2007Sep09,TAPRShiner2007Sep10,4,BEGINNING,14:30:00,19.39,15,7.53,776,566,9.46,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2007Sep09,TAPRShiner2007Sep10,5,BEGINNING,14:45:00,18.39,18,7.53,770,571,8.53,120,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2008Sep07,TAPRShiner2008Sep08,1,BEGINNING,14:21:00,17.29,19,8.27,617,524,7.1,63,Event,MachineObservation
Tallgrass Prairie National Preserve,TAPR,TAPRShiner34lower,TAPRShiner2008Sep07,TAPRShiner2008Sep08,2,BEGINNING,14:16:00,16.79,17,8.21,691,583,7.89,120,Event,MachineObservation
